ano;idade;sexo;estado;raca;grau;emprego;saude;seguro;salario,
2004;42;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;148,4131591
2003;36;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;115,3750386
2004;39;Masculino;Casado;Negra;Ate 12 ano;Industrial;Menos de Bom;Nao;73,77574327
2009;44;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;267,9010869
2009;43;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;129,4536446
2008;44;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;96,37065283
2006;29;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;87,98103279
2007;49;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;104,9215065
2007;47;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;130,9821774
2004;46;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;190,5476786
2006;41;Masculino;Divorciado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;118,197533
2008;52;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Nao;79,85490031
2003;43;Masculino;Divorciado;Branca;12 ano;Servicos;Muito Bom;Sim;72,4793163
2004;38;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2003;42;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;74,4446382
2005;56;Masculino;Casado;Negra;Licenciatura;Industrial;Muito Bom;Nao;118,8843593
2003;39;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;128,6804882
2005;29;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;87,98103279
2009;33;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;267,9010869
2004;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;104,9215065
2004;41;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;92,89584479
2004;44;Masculino;Solteiro;Negra;Ate 12 ano;Servicos;Menos de Bom;Sim;70,47601965
2005;45;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;200,5432623
2004;58;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;102,8702469
2005;29;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;102,8702469
2004;42;Masculino;Divorciado;Branca;12 ano;Industrial;Muito Bom;Nao;65,11085372
2008;68;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;109,8339856
2005;47;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;127,1157438
2005;30;Masculino;Casado;Negra;Licenciatura;Servicos;Muito Bom;Nao;94,7271475
2005;39;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;67,86252341
2008;42;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;125,5254984
2006;49;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;165,2087738
2009;36;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Sim;81,28325328
2003;44;Masculino;Casado;Asiatica;12 ano;Servicos;Menos de Bom;Sim;112,6488963
2009;54;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;76,89360252
2003;42;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;75,4315402
2003;39;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;128,6804882
2008;30;Masculino;Casado;Asiatica;12 ano;Servicos;Muito Bom;Nao;59,9706408
2004;33;Masculino;Solteiro;Negra;12 ano;Servicos;Muito Bom;Nao;63,7733912
2003;28;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;84,4595765
2003;38;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;93,93718158
2005;30;Masculino;Casado;Outra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;82,6796373
2008;25;Masculino;Solteiro;Branca;Grau avancado;Industrial;Muito Bom;Sim;118,8843593
2007;52;Masculino;Casado;Negra;12 ano;Servicos;Muito Bom;Sim;81,28325328
2007;26;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;66,96164432
2009;54;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;166,3249412
2005;62;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;99,6894637
2009;57;Masculino;Casado;Asiatica;Grau avancado;Servicos;Menos de Bom;Sim;141,7751723
2003;32;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;143,1349408
2003;60;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;35,3342132
2004;40;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2005;49;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;111,144055
2006;54;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;132,4878211
2009;48;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2009;35;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;73,77574327
2009;46;Masculino;Divorciado;Branca;12 ano;Servicos;Menos de Bom;Sim;143,6997101
2007;42;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;99,6894637
2004;58;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;272,2947832
2003;30;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;200,5432623
2008;27;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;85,38658902
2008;55;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;109,8339856
2004;50;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;61,5242105
2006;55;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;118,8843593
2006;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;145,8051634
2005;32;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Nao;112,6488963
2006;27;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;106,9218141
2007;49;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;106,9218141
2007;50;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;127,1157438
2006;50;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;87,98103279
2008;44;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;144,4780877
2007;57;Masculino;Casado;Asiatica;Grau avancado;Servicos;Menos de Bom;Sim;160,409702
2008;72;Masculino;Casado;Negra;Grau avancado;Industrial;Menos de Bom;Nao;87,98103279
2006;23;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;65,11085372
2007;31;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;176,9896505
2008;36;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;54,59815003
2009;63;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;109,8339856
2006;48;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;81,69842172
2005;46;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;114,4757133
2003;55;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;142,6344728
2007;44;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;160,6424754
2006;44;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;94,7271475
2004;32;Masculino;Casado;Outra;Ate 12 ano;Industrial;Menos de Bom;Nao;54,59815003
2003;60;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;73,77574327
2004;42;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;160,6424754
2009;48;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2008;36;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;87,98230643
2009;31;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;101,8243521
2006;54;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;111,7208494
2007;29;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;106,9218141
2003;46;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;126,3238807
2003;35;Masculino;Divorciado;Branca;12 ano;Industrial;Muito Bom;Nao;109,8339856
2009;50;Masculino;Casado;Branca;Ate 12 ano;Servicos;Menos de Bom;Sim;92,89584479
2005;25;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;54,59815003
2005;33;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;96,37065283
2008;34;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;114,4757133
2006;51;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Sim;94,7271475
2004;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;95,23071257
2007;59;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;139,34081
2006;62;Masculino;Separado;Negra;Ate 12 ano;Industrial;Muito Bom;Sim;81,28325328
2005;28;Masculino;Separado;Branca;12 ano;Industrial;Muito Bom;Sim;94,7271475
2008;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;87,98103279
2003;52;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;138,2991269
2007;29;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;89,49247952
2007;34;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;92,89584479
2004;25;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;54,59815003
2005;66;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;94,7271475
2005;43;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;68,74808773
2007;45;Masculino;Casado;Negra;12 ano;Servicos;Muito Bom;Nao;92,89584479
2006;35;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;114,4757133
2005;43;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;109,8339856
2007;49;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2004;60;Masculino;Solteiro;Negra;Ate 12 ano;Servicos;Menos de Bom;Sim;77,4520085
2003;46;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;94,7271475
2009;55;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;101,8243521
2006;32;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;118,8843593
2007;53;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;133,2323508
2009;57;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;157,1035043
2007;51;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;281,7459706
2004;59;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;182,20621
2006;45;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;119,992348
2006;56;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Sim;71,68674367
2005;30;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;85,38394038
2006;21;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;72,15045568
2003;60;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;138,2991269
2007;60;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;101,8243521
2007;48;Masculino;Divorciado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;109,8339856
2003;39;Masculino;Divorciado;Branca;Licenciatura;Servicos;Muito Bom;Nao;87,98103279
2009;32;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;115,3750386
2007;51;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Sim;191,5736835
2006;47;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;86,69515483
2007;44;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;75,8522372
2008;46;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;166,3249412
2004;28;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;56,90553914
2003;24;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Nao;99,6894637
2006;37;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;92,89584479
2006;31;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;99,6894637
2004;72;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;92,89584479
2008;50;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;101,8243521
2007;36;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;145,1436012
2006;27;Masculino;Solteiro;Negra;12 ano;Industrial;Muito Bom;Sim;76,89360252
2009;27;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;90,48191336
2004;41;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;127,1157438
2008;20;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;82,6796373
2008;49;Masculino;Casado;Negra;12 ano;Industrial;Muito Bom;Sim;99,6894637
2007;25;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;64,15923257
2006;41;Masculino;Casado;Asiatica;Ate 12 ano;Industrial;Menos de Bom;Sim;89,49247952
2009;53;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Sim;87,98103279
2009;45;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;127,1157438
2003;32;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;66,96164432
2005;47;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;148,4131591
2003;26;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;123,896998
2009;31;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;133,2323508
2007;32;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;118,8843593
2006;50;Masculino;Divorciado;Branca;Grau avancado;Servicos;Muito Bom;Sim;120,1661196
2007;46;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;115,3750386
2006;47;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;112,6488963
2005;55;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;118,8843593
2005;49;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;148,4131591
2004;25;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;61,18752643
2008;60;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;95,68881191
2008;62;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;89,24288466
2003;63;Masculino;Separado;Negra;12 ano;Servicos;Muito Bom;Sim;127,901233
2004;31;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;128,6804882
2006;29;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;109,8339856
2008;51;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;114,4757133
2007;28;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Nao;76,12969964
2005;36;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;123,896998
2007;28;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;99,6894637
2004;38;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;102,8702469
2008;35;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;96,37065283
2005;46;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;117,1468169
2007;37;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;90,48191336
2005;41;Masculino;Divorciado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;104,9215065
2006;59;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;73,77574327
2006;51;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;107,9039239
2006;26;Masculino;Solteiro;Negra;12 ano;Industrial;Muito Bom;Sim;99,6894637
2003;34;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;60,15412466
2004;32;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;123,896998
2007;23;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;81,28325328
2004;50;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;143,1349408
2009;25;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;69,9818381
2004;43;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;78,98167452
2009;36;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;128,6804882
2006;50;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Nao;54,59815003
2006;34;Masculino;Separado;Negra;12 ano;Servicos;Muito Bom;Sim;134,7053751
2005;34;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;104,9215065
2005;55;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;277,6014175
2003;39;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Nao;78,21457569
2004;40;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;82,6796373
2005;32;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;117,1468169
2006;63;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;118,8843593
2004;38;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;109,8339856
2008;67;Masculino;Casado;Asiatica;12 ano;Industrial;Menos de Bom;Nao;59,9706408
2005;39;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;116,2653241
2003;31;Masculino;Casado;Asiatica;12 ano;Industrial;Menos de Bom;Nao;61,18752643
2006;41;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;114,4757133
2003;47;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;78,3924668
2009;61;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;122,2636739
2005;61;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;148,4131591
2008;21;Masculino;Casado;Outra;12 ano;Industrial;Muito Bom;Nao;54,59815003
2004;22;Masculino;Solteiro;Branca;Licenciatura;Industrial;Menos de Bom;Nao;66,4469423
2003;53;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;126,9578857
2004;47;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;81,28325328
2005;36;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;127,901233
2007;36;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;87,98103279
2005;42;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;123,896998
2004;54;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;104,9215065
2004;27;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;87,98103279
2004;36;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;131,7378012
2006;35;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Nao;73,77574327
2003;60;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;104,9215065
2005;42;Masculino;Separado;Branca;12 ano;Industrial;Menos de Bom;Sim;91,60261566
2008;41;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Sim;123,896998
2004;35;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;131,6526987
2006;34;Masculino;Solteiro;Negra;Grau avancado;Servicos;Muito Bom;Sim;309,5717713
2007;22;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Sim;70,66104767
2007;47;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;84,85204409
2004;59;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;102,8702469
2007;29;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;103,9024706
2006;32;Masculino;Solteiro;Branca;Ate 12 ano;Servicos;Muito Bom;Sim;94,7271475
2003;49;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;128,6804882
2009;30;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;106,3268649
2003;33;Masculino;Solteiro;Asiatica;12 ano;Industrial;Menos de Bom;Sim;99,25528683
2007;51;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;133,2323508
2003;37;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;78,3924668
2003;46;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;130,9821774
2007;63;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;109,8339856
2005;41;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;96,37065283
2005;40;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;109,8339856
2007;46;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;281,7459706
2005;45;Masculino;Divorciado;Branca;12 ano;Servicos;Muito Bom;Sim;94,7271475
2008;48;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;200,5432623
2007;28;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;87,98103279
2009;65;Masculino;Divorciado;Negra;12 ano;Industrial;Menos de Bom;Nao;87,98103279
2005;50;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;97,49329405
2008;53;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;107,9039239
2007;48;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Nao;95,68881191
2003;30;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;109,8339856
2006;37;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;87,38744997
2004;51;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;88,83156917
2008;55;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;166,3249412
2004;35;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;94,69569513
2006;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;122,2636739
2008;41;Masculino;Divorciado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;132,4878211
2003;34;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;96,37065283
2006;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;89,24288466
2008;49;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;81,28325328
2006;62;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;73,77574327
2004;31;Masculino;Solteiro;Negra;Ate 12 ano;Servicos;Menos de Bom;Sim;109,8339856
2007;43;Masculino;Divorciado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;100,996625
2008;43;Masculino;Casado;Negra;Licenciatura;Servicos;Muito Bom;Sim;134,2656772
2004;43;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;91,69922611
2009;48;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Nao;109,5472966
2003;48;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;70,47601965
2007;50;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;144,2047389
2009;29;Masculino;Solteiro;Asiatica;Licenciatura;Servicos;Muito Bom;Nao;99,6894637
2004;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;94,7271475
2004;46;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;87,98103279
2005;40;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;94,7271475
2004;43;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;81,28325328
